baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Gene_ID
1938.381449204535,-3.180235210866356,0.35414318853203985,-8.932705350863237,4.1571577622676037e-19,6.013328703120089e-15,S1pr5
7066.524679871898,-0.9168137492802247,0.10621365288056224,-8.635541366420167,5.84495663086002e-18,4.2273648832695096e-14,Ripor2
782.167306010486,2.8472484083149094,0.36010262903157403,7.842961179617919,4.400440615318921e-15,2.1217457833529396e-11,Xcl1
852.9441848398712,-1.4991035110419058,0.19933894435309663,-7.528820957977965,5.1200531269284724e-14,1.8515392120255087e-10,Gm45552
2417.236633814473,-0.7934123184262749,0.11343871228820566,-6.9913266154199425,2.722990022012683e-12,7.877610133682693e-9,Tmem71
668.8212930812256,3.0264688444923564,0.4444602408667907,6.636727686449899,3.207233680097879e-11,7.732105863769304e-8,Tnfrsf9
912.2576242000474,-2.274177983329125,0.3737257608597367,-6.079342971971459,1.2067599392484347e-9,2.4936832173183725e-6,Gm11346
18.185737320348764,0.4620286659061426,0.3444231254796454,5.856465524081941,4.728216855499058e-9,8.549207101849234e-6,Ighv1-75
2833.947440852971,-0.8319722899489298,0.14308431616375475,-5.8157404092643885,6.036608543624041e-9,9.702171398169085e-6,Txk
1026.9799348092035,1.78418971484884,0.33857688814667963,5.3674892787297965,7.984025264680649e-8,1.1548892545360558e-4,Atp8a2
114.91064061262222,2.6924577327609183,0.4954647182218121,5.303609287477965,1.1353518044788885e-7,1.4929876228897383e-4,Gm4956
10253.857139501084,0.577455256924401,0.1113096390911192,5.190745416150768,2.0945384861431443e-7,2.524791600171715e-4,Ndfip1
884.2248613856557,-0.8577333885719559,0.16580219579045516,-5.169083793133908,2.3524441267258495e-7,2.617546484083801e-4,Pag1
658.6592957961752,-1.1219301007355058,0.22235736429360312,-5.0862303980108665,3.65250308857562e-7,3.773818369731882e-4,Dnah8
31.630819410671396,2.696849616959345,0.6025559631907208,5.00463021270956,5.596936820899913e-7,5.059980694644828e-4,Clec7a
6496.371730384323,-1.6351556911299814,0.32614193833309596,-5.012718507479225,5.366637822425508e-7,5.059980694644828e-4,Klf2
25.417395186067218,2.828757285304199,0.5918689528037713,4.987376382603143,6.120475626155925e-7,5.207804701902673e-4,Parpbp
5167.4455936767445,1.2396827884245052,0.257287553763815,4.888742203639522,1.0148228639201277e-6,8.155229292558137e-4,Cd160
204.32070686064398,-2.1163081366114227,0.4386069005963631,-4.850044872627911,1.2343354714154381e-6,9.397190838960164e-4,Klra13-ps
2201.9408729511656,0.5886867250174277,0.12294515915258801,4.79032186854139,1.6651399048946413e-6,0.0012043124362150495,Txn1
6754.055788746195,-0.49761337446989784,0.10593929257358899,-4.701312387178083,2.584947017296377e-6,0.0015279563389483093,Prkcq
1297.711773916895,-0.7375316048138514,0.15715771041870966,-4.700829636581569,2.5910662086670747e-6,0.0015279563389483093,Plcb2
82.50310765571416,2.882255527805664,0.6021149171873009,4.6969475884575065,2.6407817817979767e-6,0.0015279563389483093,Bcat1
749.601256984063,0.9504059358730631,0.2012830866485009,4.716018543251811,2.405045255558681e-6,0.0015279563389483093,Kpna2
3010.392858970825,-1.3922400244171032,0.29553774659137066,-4.717407756005226,2.3886864442818604e-6,0.0015279563389483093,Sidt1
5887.950247970765,-0.5193160682191221,0.1122275903387647,-4.634156548636377,3.5839571051673814e-6,0.0019200718343054138,Atp11b
43.87583843404491,1.916036871746467,0.5930560334205466,4.637260909659257,3.5305663489422327e-6,0.0019200718343054138,Adgre4
22.11650589872579,2.26324701988872,0.6005759026944837,4.573695635568166,4.7919581492693045e-6,0.0024517632703656782,Map9
203.52520813563834,-1.6475212431323205,0.35959912458306986,-4.568366867119603,4.915391278299666e-6,0.0024517632703656782,Ggt5
36.11434389923633,2.072046635926457,0.5871263116783614,4.540592201341655,5.6096440347084955e-6,0.002704783365401946,Stau2
200.8293094496807,-1.9372326484751885,0.4240310340972817,-4.504559086156891,6.651089087791042e-6,0.00286348553843554,Gm4208
50.440031029621814,2.349329927693418,0.5376990782844047,4.509136476241277,6.5092027089335755e-6,0.00286348553843554,Tlcd2
934.7696744047076,-0.7803584760251877,0.1727601168600775,-4.520947056309952,6.156358529062664e-6,0.00286348553843554,Lrrc45
2930.5664609846904,-1.2577863039242905,0.27928960835408495,-4.501338877674728,6.752674390954263e-6,0.00286348553843554,Rasgrp2
35.51814149753453,2.3174237494246843,0.5818001405729021,4.495870621425292,6.928585817161694e-6,0.00286348553843554,Gabra3
836.0288798067072,-1.0145827567155765,0.22996780581617135,-4.420378889443704,9.85279938449966e-6,0.003958909530466322,Spice1
